gene,prior_acrophase_loc,prior_acrophase_95_interval
Abcc5,1.5707963267948966,0.5235987755982988
Actr2,1.5707963267948966,0.5235987755982988
Adgre5,4.71238898038469,0.5235987755982988
Adh4,4.71238898038469,0.5235987755982988
Afap1,0.0,0.5235987755982988
Ahi1,4.71238898038469,0.5235987755982988
Akirin2,4.71238898038469,0.5235987755982988
Alkbh7,0.0,0.5235987755982988
Ankrd10,0.7853981633974483,0.5235987755982988
Anln,4.71238898038469,0.5235987755982988
Anp32e,4.71238898038469,0.5235987755982988
Antxr1,0.0,0.5235987755982988
Aoc2,0.0,0.5235987755982988
Arglu1,0.7853981633974483,0.5235987755982988
Arhgap11a,3.141592653589793,0.5235987755982988
Arhgef39,3.141592653589793,0.5235987755982988
Arl4a,3.141592653589793,0.5235987755982988
Arl6ip1,4.71238898038469,0.5235987755982988
Asf1b,1.5707963267948966,0.5235987755982988
Asxl1,3.926990816987241,0.5235987755982988
Atad2,1.5707963267948966,0.5235987755982988
Atl2,3.926990816987241,0.5235987755982988
Atrip,0.7853981633974483,0.5235987755982988
Aurka,4.71238898038469,0.5235987755982988
Aurkb,3.141592653589793,0.5235987755982988
Birc2,4.71238898038469,0.5235987755982988
Birc3,3.141592653589793,0.5235987755982988
Birc5,4.71238898038469,0.5235987755982988
Bmp2,3.926990816987241,0.5235987755982988
Bora,3.926990816987241,0.5235987755982988
Brca1,1.5707963267948966,0.5235987755982988
Brd8,3.141592653589793,0.5235987755982988
Btbd3,4.71238898038469,0.5235987755982988
Btnl9,3.926990816987241,0.5235987755982988
Bub1,4.71238898038469,0.5235987755982988
Bub1b,3.926990816987241,0.5235987755982988
Bub3,3.926990816987241,0.5235987755982988
Casp3,3.141592653589793,0.5235987755982988
Ccdc107,3.141592653589793,0.5235987755982988
Ccn4,3.141592653589793,0.5235987755982988
Ccna2,3.141592653589793,0.5235987755982988
Ccnb1,4.71238898038469,0.5235987755982988
Ccnb2,4.71238898038469,0.5235987755982988
Ccne1,0.0,0.5235987755982988
Ccne2,0.0,0.5235987755982988
Ccnf,3.141592653589793,0.5235987755982988
Cdc20,4.71238898038469,0.5235987755982988
Cdc25a,0.0,0.5235987755982988
Cdc25b,4.71238898038469,0.5235987755982988
Cdc25c,3.141592653589793,0.5235987755982988
Cdc27,4.71238898038469,0.5235987755982988
Cdca2,3.141592653589793,0.5235987755982988
Cdca3,3.926990816987241,0.5235987755982988
Cdca5,3.141592653589793,0.5235987755982988
Cdca7,0.0,0.5235987755982988
Cdca7l,0.7853981633974483,0.5235987755982988
Cdca8,3.141592653589793,0.5235987755982988
Cdh24,1.5707963267948966,0.5235987755982988
Cdk1,3.141592653589793,0.5235987755982988
Cdkl5,3.141592653589793,0.5235987755982988
Cdkn1b,3.141592653589793,0.5235987755982988
Cdkn2aip,1.5707963267948966,0.5235987755982988
Cdkn2c,3.141592653589793,0.5235987755982988
Cdkn3,0.0,0.5235987755982988
Cenpa,3.926990816987241,0.5235987755982988
Cenpe,4.71238898038469,0.5235987755982988
Cenpf,4.71238898038469,0.5235987755982988
Cenpl,3.141592653589793,0.5235987755982988
Cenpq,1.5707963267948966,0.5235987755982988
Cenpu,1.5707963267948966,0.5235987755982988
Cep20,4.71238898038469,0.5235987755982988
Cep55,4.71238898038469,0.5235987755982988
Cep70,4.71238898038469,0.5235987755982988
Chaf1b,0.7853981633974483,0.5235987755982988
Cit,3.926990816987241,0.5235987755982988
Ckap2,3.926990816987241,0.5235987755982988
Ckap2l,3.141592653589793,0.5235987755982988
Ckap5,4.71238898038469,0.5235987755982988
Cks1b,3.926990816987241,0.5235987755982988
Cks2,4.71238898038469,0.5235987755982988
Clspn,0.7853981633974483,0.5235987755982988
Cnih4,0.0,0.5235987755982988
Cntrob,3.926990816987241,0.5235987755982988
Coq6,3.141592653589793,0.5235987755982988
Crebzf,0.7853981633974483,0.5235987755982988
Ctnna1,3.926990816987241,0.5235987755982988
Dcaf7,3.141592653589793,0.5235987755982988
Dctpp1,3.141592653589793,0.5235987755982988
Ddx11,1.5707963267948966,0.5235987755982988
Ddx58,0.0,0.5235987755982988
Depdc1b,4.71238898038469,0.5235987755982988
Dlgap5,4.71238898038469,0.5235987755982988
Dnah11,0.7853981633974483,0.5235987755982988
Dnajb1,4.71238898038469,0.5235987755982988
Dnajb6,0.0,0.5235987755982988
Dnmt1,1.5707963267948966,0.5235987755982988
Dnmt3b,3.141592653589793,0.5235987755982988
Donson,0.7853981633974483,0.5235987755982988
Dscc1,0.7853981633974483,0.5235987755982988
Dtl,0.0,0.5235987755982988
Dynll1,0.0,0.5235987755982988
E2f1,0.7853981633974483,0.5235987755982988
E2f5,4.71238898038469,0.5235987755982988
E2f8,1.5707963267948966,0.5235987755982988
Ect2,4.71238898038469,0.5235987755982988
Efhc1,1.5707963267948966,0.5235987755982988
Eif5a2,3.926990816987241,0.5235987755982988
Eloa,1.5707963267948966,0.5235987755982988
Ern2,4.71238898038469,0.5235987755982988
Esco2,3.141592653589793,0.5235987755982988
Espl1,3.141592653589793,0.5235987755982988
Etv4,0.0,0.5235987755982988
Exo1,1.5707963267948966,0.5235987755982988
Ezh2,1.5707963267948966,0.5235987755982988
Fam102b,4.71238898038469,0.5235987755982988
Fam214a,0.7853981633974483,0.5235987755982988
Fam216a,4.71238898038469,0.5235987755982988
Fam72a,3.141592653589793,0.5235987755982988
Fam83d,3.141592653589793,0.5235987755982988
Fancd2,3.141592653589793,0.5235987755982988
Fanci,3.141592653589793,0.5235987755982988
Fen1,0.7853981633974483,0.5235987755982988
Foxm1,3.926990816987241,0.5235987755982988
Fzr1,3.141592653589793,0.5235987755982988
G2e3,4.71238898038469,0.5235987755982988
Gabpb1,3.926990816987241,0.5235987755982988
Gas1,3.141592653589793,0.5235987755982988
Gas2l3,3.926990816987241,0.5235987755982988
Gas6,4.71238898038469,0.5235987755982988
Gclm,3.141592653589793,0.5235987755982988
Gcsam,4.71238898038469,0.5235987755982988
Gins2,0.7853981633974483,0.5235987755982988
Gmnn,0.7853981633974483,0.5235987755982988
Gpsm2,4.71238898038469,0.5235987755982988
Grpel1,0.0,0.5235987755982988
Gse1,0.0,0.5235987755982988
Gtse1,4.71238898038469,0.5235987755982988
H1f0,3.141592653589793,0.5235987755982988
H2ac6,1.5707963267948966,0.5235987755982988
H2ax,3.141592653589793,0.5235987755982988
H4c2,1.5707963267948966,0.5235987755982988
H4c3,1.5707963267948966,0.5235987755982988
Hells,1.5707963267948966,0.5235987755982988
Hif1a,0.0,0.5235987755982988
Hint3,3.926990816987241,0.5235987755982988
Hjurp,3.141592653589793,0.5235987755982988
Hmg20b,4.71238898038469,0.5235987755982988
Hmgb2,3.141592653589793,0.5235987755982988
Hmmr,4.71238898038469,0.5235987755982988
Hormad1,0.0,0.5235987755982988
Hp1bp3,3.141592653589793,0.5235987755982988
Hspa2,3.141592653589793,0.5235987755982988
Hspa4,0.0,0.5235987755982988
Hspa8,0.0,0.5235987755982988
Hspb8,1.5707963267948966,0.5235987755982988
Ido1,4.71238898038469,0.5235987755982988
Ier5,1.5707963267948966,0.5235987755982988
Ifit2,0.0,0.5235987755982988
Il6,3.141592653589793,0.5235987755982988
Il7r,4.71238898038469,0.5235987755982988
Inpp5k,4.71238898038469,0.5235987755982988
Insig2,3.141592653589793,0.5235987755982988
Ints8,0.0,0.5235987755982988
Iqgap3,3.141592653589793,0.5235987755982988
Ivns1abp,0.0,0.5235987755982988
Jpt1,3.926990816987241,0.5235987755982988
Kbtbd2,4.71238898038469,0.5235987755982988
Kif11,3.141592653589793,0.5235987755982988
Kif14,3.926990816987241,0.5235987755982988
Kif20b,3.926990816987241,0.5235987755982988
Kif23,3.141592653589793,0.5235987755982988
Kif2c,4.71238898038469,0.5235987755982988
Kif5b,4.71238898038469,0.5235987755982988
Klf6,3.141592653589793,0.5235987755982988
Klf9,3.141592653589793,0.5235987755982988
Kmo,0.0,0.5235987755982988
Larp1,0.0,0.5235987755982988
Lbr,4.71238898038469,0.5235987755982988
Lig1,1.5707963267948966,0.5235987755982988
Liph,1.5707963267948966,0.5235987755982988
Lmna,4.71238898038469,0.5235987755982988
Lpp,4.71238898038469,0.5235987755982988
Lratd2,0.0,0.5235987755982988
Lrif1,4.71238898038469,0.5235987755982988
Lrrc17,4.71238898038469,0.5235987755982988
Ltbp3,3.141592653589793,0.5235987755982988
Mad2l1,3.141592653589793,0.5235987755982988
Map2k6,0.0,0.5235987755982988
Mapk13,4.71238898038469,0.5235987755982988
Mastl,1.5707963267948966,0.5235987755982988
Mboat1,0.7853981633974483,0.5235987755982988
Mcm4,4.71238898038469,0.5235987755982988
Mcm6,0.0,0.5235987755982988
Melk,3.141592653589793,0.5235987755982988
Mepce,3.141592653589793,0.5235987755982988
Mgat2,3.141592653589793,0.5235987755982988
Mis18bp1,3.141592653589793,0.5235987755982988
Mki67,3.926990816987241,0.5235987755982988
Mnd1,3.141592653589793,0.5235987755982988
Msh2,0.7853981633974483,0.5235987755982988
Msl1,0.0,0.5235987755982988
Muc1,3.141592653589793,0.5235987755982988
Mzt1,4.71238898038469,0.5235987755982988
Nasp,0.0,0.5235987755982988
Ncaph,3.141592653589793,0.5235987755982988
Ncoa3,0.0,0.5235987755982988
Ndc80,3.141592653589793,0.5235987755982988
Nde1,4.71238898038469,0.5235987755982988
Neil3,3.141592653589793,0.5235987755982988
Nek2,4.71238898038469,0.5235987755982988
Nfe2l2,3.141592653589793,0.5235987755982988
Nnmt,3.141592653589793,0.5235987755982988
Nr2f6,0.0,0.5235987755982988
Nuf2,4.71238898038469,0.5235987755982988
Nup35,4.71238898038469,0.5235987755982988
Nusap1,3.141592653589793,0.5235987755982988
Nxf1,0.0,0.5235987755982988
Odf2,4.71238898038469,0.5235987755982988
Olr1,4.71238898038469,0.5235987755982988
Opn3,0.0,0.5235987755982988
Paqr4,0.7853981633974483,0.5235987755982988
Pbk,3.926990816987241,0.5235987755982988
Pcbp1,3.141592653589793,0.5235987755982988
Pcf11,4.71238898038469,0.5235987755982988
Pcsk6,0.7853981633974483,0.5235987755982988
Pif1,3.141592653589793,0.5235987755982988
Pimreg,4.71238898038469,0.5235987755982988
Pkmyt1,0.7853981633974483,0.5235987755982988
Plag1,4.71238898038469,0.5235987755982988
Plcxd1,0.0,0.5235987755982988
Plk1,4.71238898038469,0.5235987755982988
Pnrc2,3.141592653589793,0.5235987755982988
Pold2,1.5707963267948966,0.5235987755982988
Pold4,1.5707963267948966,0.5235987755982988
Pole,1.5707963267948966,0.5235987755982988
Pole2,1.5707963267948966,0.5235987755982988
Pole3,1.5707963267948966,0.5235987755982988
Pole4,1.5707963267948966,0.5235987755982988
Polg,1.5707963267948966,0.5235987755982988
Poli,1.5707963267948966,0.5235987755982988
Polm,1.5707963267948966,0.5235987755982988
Polq,3.141592653589793,0.5235987755982988
Ppp1r10,3.926990816987241,0.5235987755982988
Prc1,4.71238898038469,0.5235987755982988
Prr11,4.71238898038469,0.5235987755982988
Psmg3,4.71238898038469,0.5235987755982988
Psrc1,3.141592653589793,0.5235987755982988
Pttg1,0.0,0.5235987755982988
Pwp1,4.71238898038469,0.5235987755982988
Rad21,4.71238898038469,0.5235987755982988
Rad51ap1,3.141592653589793,0.5235987755982988
Rad51c,4.71238898038469,0.5235987755982988
Rad54l,1.5707963267948966,0.5235987755982988
Ran,4.71238898038469,0.5235987755982988
Rangap1,3.926990816987241,0.5235987755982988
Rbbp8,0.7853981633974483,0.5235987755982988
Rcan1,3.926990816987241,0.5235987755982988
Rfc2,1.5707963267948966,0.5235987755982988
Rfc4,0.7853981633974483,0.5235987755982988
Rgs3,3.141592653589793,0.5235987755982988
Rhno1,3.141592653589793,0.5235987755982988
