gene,prior_acrophase_loc,prior_acrophase_95_interval
Gabpb1,3.926990816987241,2.356194490192345
Gas1,3.141592653589793,2.356194490192345
Gas2l3,3.926990816987241,2.356194490192345
Gas6,4.71238898038469,2.356194490192345
Gclm,3.141592653589793,2.356194490192345
Gcsam,4.71238898038469,2.356194490192345
Gins2,0.7853981633974483,2.356194490192345
Gmnn,0.7853981633974483,2.356194490192345
Golga8a,3.141592653589793,2.356194490192345
Gpsm2,4.71238898038469,2.356194490192345
Grpel1,0.0,2.356194490192345
Gse1,0.0,2.356194490192345
Gtse1,4.71238898038469,2.356194490192345
H1f0,3.141592653589793,2.356194490192345
H2afx,3.141592653589793,2.356194490192345
Hbg2,4.71238898038469,2.356194490192345
Hells,1.5707963267948966,2.356194490192345
Hif1a,0.0,2.356194490192345
Hint3,3.926990816987241,2.356194490192345
Hist1h2ac,1.5707963267948966,2.356194490192345
Hist1h4b,1.5707963267948966,2.356194490192345
Hist1h4c,1.5707963267948966,2.356194490192345
Hist2h4a,1.5707963267948966,2.356194490192345
Hist2h4b,1.5707963267948966,2.356194490192345
Hjurp,3.141592653589793,2.356194490192345
Hmg20b,4.71238898038469,2.356194490192345
Hmgb2,3.141592653589793,2.356194490192345
Hmgb3p,4.71238898038469,2.356194490192345
Hmmr,4.71238898038469,2.356194490192345
Hn1,3.926990816987241,2.356194490192345
Hormad1,0.0,2.356194490192345
Hp1bp3,3.141592653589793,2.356194490192345
Hrsp12,3.141592653589793,2.356194490192345
Hspa1lp,4.71238898038469,2.356194490192345
Hspa2,3.141592653589793,2.356194490192345
Hspa4,0.0,2.356194490192345
Hspa8,0.0,2.356194490192345
Hspb8,1.5707963267948966,2.356194490192345
Ido1,4.71238898038469,2.356194490192345
Ier5,1.5707963267948966,2.356194490192345
Ifit2,0.0,2.356194490192345
Il6,3.141592653589793,2.356194490192345
Il7r,4.71238898038469,2.356194490192345
Inpp5k,4.71238898038469,2.356194490192345
Insig2,3.141592653589793,2.356194490192345
Ints8,0.0,2.356194490192345
Iqgap3,3.141592653589793,2.356194490192345
Irak1p,3.141592653589793,2.356194490192345
Ivns1abp,0.0,2.356194490192345
Kbtbd2,4.71238898038469,2.356194490192345
Kiaa1524,3.141592653589793,2.356194490192345
Kif11,3.141592653589793,2.356194490192345
Kif14,3.926990816987241,2.356194490192345
Kif20b,3.926990816987241,2.356194490192345
Kif23,3.141592653589793,2.356194490192345
Kif2c,4.71238898038469,2.356194490192345
Kif5b,4.71238898038469,2.356194490192345
Kifc1p,3.141592653589793,2.356194490192345
Klf6,3.141592653589793,2.356194490192345
Klf9,3.141592653589793,2.356194490192345
Kmo,0.0,2.356194490192345
Kpna2p,3.926990816987241,2.356194490192345
Larp1,0.0,2.356194490192345
Lbr,4.71238898038469,2.356194490192345
Liph,1.5707963267948966,2.356194490192345
Lmna,4.71238898038469,2.356194490192345
Lpp,4.71238898038469,2.356194490192345
Lrif1,4.71238898038469,2.356194490192345
Lrrc17,4.71238898038469,2.356194490192345
Ltbp3,3.141592653589793,2.356194490192345
Mad2l1,3.141592653589793,2.356194490192345
Map2k6,0.0,2.356194490192345
Mapk13,4.71238898038469,2.356194490192345
Mastl,1.5707963267948966,2.356194490192345
Mboat1,0.7853981633974483,2.356194490192345
Mcm2,0.7853981633974483,2.356194490192345
Mcm4,4.71238898038469,2.356194490192345
Mcm5,0.7853981633974483,2.356194490192345
Mcm6,0.0,2.356194490192345
Melk,3.141592653589793,2.356194490192345
Mepce,3.141592653589793,2.356194490192345
Mgat2,3.141592653589793,2.356194490192345
Mis18bp1,3.141592653589793,2.356194490192345
Mki67,3.926990816987241,2.356194490192345
Mlf1ip,1.5707963267948966,2.356194490192345
Mnd1,3.141592653589793,2.356194490192345
Msh2,0.7853981633974483,2.356194490192345
Msl1,0.0,2.356194490192345
Muc1,3.141592653589793,2.356194490192345
Mzt1,4.71238898038469,2.356194490192345
Nasp,0.0,2.356194490192345
Ncaph,3.141592653589793,2.356194490192345
Ncoa3,0.0,2.356194490192345
Ndc80,3.141592653589793,2.356194490192345
Nde1,4.71238898038469,2.356194490192345
Neil3,3.141592653589793,2.356194490192345
Nek2,4.71238898038469,2.356194490192345
Nfe2l2,3.141592653589793,2.356194490192345
Nnmt,3.141592653589793,2.356194490192345
Nr2f6,0.0,2.356194490192345
Nuf2,4.71238898038469,2.356194490192345
Nup35,4.71238898038469,2.356194490192345
Nusap1,3.141592653589793,2.356194490192345
Nxf1,0.0,2.356194490192345
Odf2,4.71238898038469,2.356194490192345
Olr1,4.71238898038469,2.356194490192345
Opn3,0.0,2.356194490192345
Orc1,0.7853981633974483,2.356194490192345
Paqr4,0.7853981633974483,2.356194490192345
Pbk,3.926990816987241,2.356194490192345
Pcbp1,3.141592653589793,2.356194490192345
Pcf11,4.71238898038469,2.356194490192345
Pcna,0.7853981633974483,2.356194490192345
Pcsk6,0.7853981633974483,2.356194490192345
Pif1,3.141592653589793,2.356194490192345
Pkmyt1,0.7853981633974483,2.356194490192345
Plag1,4.71238898038469,2.356194490192345
Plcxd1,0.0,2.356194490192345
Plekhg4b,4.71238898038469,2.356194490192345
Plk1,4.71238898038469,2.356194490192345
Pnrc2,3.141592653589793,2.356194490192345
Pold3,0.7853981633974483,2.356194490192345
Polq,3.141592653589793,2.356194490192345
Ppp1r10,3.926990816987241,2.356194490192345
Prc1,4.71238898038469,2.356194490192345
Prr11,4.71238898038469,2.356194490192345
Psmg3,4.71238898038469,2.356194490192345
Psrc1,3.141592653589793,2.356194490192345
Pttg1,0.0,2.356194490192345
Pwp1,4.71238898038469,2.356194490192345
Rad21,4.71238898038469,2.356194490192345
Rad51ap1,3.141592653589793,2.356194490192345
Rad51c,4.71238898038469,2.356194490192345
Rad54l,1.5707963267948966,2.356194490192345
Ran,4.71238898038469,2.356194490192345
Rangap1,3.926990816987241,2.356194490192345
Rbbp8,0.7853981633974483,2.356194490192345
Rcan1,3.926990816987241,2.356194490192345
Rfc2,1.5707963267948966,2.356194490192345
Rfc4,0.7853981633974483,2.356194490192345
Rgs3,3.141592653589793,2.356194490192345
Rhno1,3.141592653589793,2.356194490192345
Rhobtb3,3.141592653589793,2.356194490192345
Rhpn1,1.5707963267948966,2.356194490192345
Rpl37,0.0,2.356194490192345
Rrm2,1.5707963267948966,2.356194490192345
Rrp1,3.926990816987241,2.356194490192345
Runx1,0.7853981633974483,2.356194490192345
Sap30,3.141592653589793,2.356194490192345
Sapcd2,4.71238898038469,2.356194490192345
Scyl1,3.141592653589793,2.356194490192345
Sephs1,0.0,2.356194490192345
Sepn1,4.71238898038469,2.356194490192345
Serpinb4,0.7853981633974483,2.356194490192345
Sfpq,4.71238898038469,2.356194490192345
Sgcd,3.926990816987241,2.356194490192345
Sgol2,3.926990816987241,2.356194490192345
Sh3gl2,1.5707963267948966,2.356194490192345
Shcbp1,3.926990816987241,2.356194490192345
Ska3,3.141592653589793,2.356194490192345
Skp2,0.0,2.356194490192345
Slbp,0.0,2.356194490192345
Slc17a2,4.71238898038469,2.356194490192345
Slc1a3,0.0,2.356194490192345
Slc25a29,0.7853981633974483,2.356194490192345
Slc39a10,0.0,2.356194490192345
Smad3,3.926990816987241,2.356194490192345
Smc4,3.926990816987241,2.356194490192345
Smtn,4.71238898038469,2.356194490192345
Sorbs2,0.0,2.356194490192345
Spag5,4.71238898038469,2.356194490192345
Spdl1,3.926990816987241,2.356194490192345
Srd5a1,4.71238898038469,2.356194490192345
Srek1,3.141592653589793,2.356194490192345
Srsf3,3.926990816987241,2.356194490192345
Stag1,4.71238898038469,2.356194490192345
Stat1,3.141592653589793,2.356194490192345
Stat5b,3.141592653589793,2.356194490192345
Stil,3.141592653589793,2.356194490192345
Stk17b,3.141592653589793,2.356194490192345
Suclg2,3.141592653589793,2.356194490192345
Tacc3,3.926990816987241,2.356194490192345
Tceb3,1.5707963267948966,2.356194490192345
Timp1,3.141592653589793,2.356194490192345
Tmed7,0.0,2.356194490192345
Top2a,3.141592653589793,2.356194490192345
Topbp1,1.5707963267948966,2.356194490192345
Tpx2,4.71238898038469,2.356194490192345
Trip13,3.141592653589793,2.356194490192345
Trmt2a,0.0,2.356194490192345
Troap,4.71238898038469,2.356194490192345
Tsc22d1,0.0,2.356194490192345
Ttc38,3.926990816987241,2.356194490192345
Ttk,3.141592653589793,2.356194490192345
Tuba1a,3.141592653589793,2.356194490192345
Tuba3d,3.141592653589793,2.356194490192345
Tuba4a,3.141592653589793,2.356194490192345
Tubb2a,3.141592653589793,2.356194490192345
Tubb4b,3.141592653589793,2.356194490192345
Tubd1,3.141592653589793,2.356194490192345
Ube2c,3.141592653589793,2.356194490192345
Ube2d3,0.0,2.356194490192345
Ube2s,4.71238898038469,2.356194490192345
Ube2t,3.141592653589793,2.356194490192345
Ubr5,0.7853981633974483,2.356194490192345
Ubr7,0.7853981633974483,2.356194490192345
Ung,0.0,2.356194490192345
Usb1,4.71238898038469,2.356194490192345
Usp1,1.5707963267948966,2.356194490192345
Vangl1,4.71238898038469,2.356194490192345
Vegfc,4.71238898038469,2.356194490192345
Vps25,3.141592653589793,2.356194490192345
Wdr76,0.7853981633974483,2.356194490192345
Wdr90,1.5707963267948966,2.356194490192345
Wisp1,3.141592653589793,2.356194490192345
Wsb1,3.141592653589793,2.356194490192345
Xbp1,0.0,2.356194490192345
Xpo4,4.71238898038469,2.356194490192345
Xpr1,0.0,2.356194490192345
Yeats4,3.141592653589793,2.356194490192345
Ywhah,4.71238898038469,2.356194490192345
Zc3h3,3.141592653589793,2.356194490192345
Zc3hc1,4.71238898038469,2.356194490192345
Zcchc14,0.0,2.356194490192345
Znf248,0.0,2.356194490192345
Znf367,0.0,2.356194490192345
Znf414,0.7853981633974483,2.356194490192345
Znf521,4.71238898038469,2.356194490192345
Zpbp,4.71238898038469,2.356194490192345
Zranb2,0.0,2.356194490192345
Zwint,3.141592653589793,2.356194490192345
