gene,prior_acrophase_loc,prior_acrophase_95_interval
Per3,1.2340747,0.39269908169872414
Pik3ip1,0.16901834,0.39269908169872414
Ppp1r3b,3.5640838,0.39269908169872414
Prc1,2.3306708,0.39269908169872414
Rab6b,1.7067165,0.39269908169872414
Rara,3.9552405,0.39269908169872414
Rasl11a,1.0138073,0.39269908169872414
Rassf3,3.4173791,0.39269908169872414
Rbm3,3.005676,0.39269908169872414
Resf1,3.7604942,0.39269908169872414
Rgcc,0.8918241,0.39269908169872414
Rgs7bp,0.06414935,0.39269908169872414
Rhobtb1,3.6162422,0.39269908169872414
Rnd3,5.3764906,0.39269908169872414
Rrad,5.9042964,0.39269908169872414
Scd2,3.4714413,0.39269908169872414
Sdf2l1,3.3213134,0.39269908169872414
Serpini1,3.6863,0.39269908169872414
Slc25a33,3.1028385,0.39269908169872414
Slc25a34,2.6018558,0.39269908169872414
Slc6a6,2.9183352,0.39269908169872414
Smad6,1.745411,0.39269908169872414
Smad7,3.0655122,0.39269908169872414
Smim5,2.6037986,0.39269908169872414
St3gal5,0.38395795,0.39269908169872414
Stbd1,1.388826,0.39269908169872414
Stip1,3.5029113,0.39269908169872414
Sult1a1,5.3126297,0.39269908169872414
Tcap,1.4563487,0.39269908169872414
Tef,3.6078393,0.39269908169872414
Thra,6.211151,0.39269908169872414
Tm4sf1,3.3385088,0.39269908169872414
Tmem229b,3.3207378,0.39269908169872414
Tob1,0.49120495,0.39269908169872414
Tob2,3.6684563,0.39269908169872414
Tppp3,1.0332301,0.39269908169872414
Trim47,6.089877,0.39269908169872414
Trp53inp1,1.6650739,0.39269908169872414
Tsc22d3,4.6024375,0.39269908169872414
Tspan4,2.6291108,0.39269908169872414
Tspan9,6.081988,0.39269908169872414
Txnip,4.0671206,0.39269908169872414
Vcan,4.071818,0.39269908169872414
Wee1,5.9608626,0.39269908169872414
Wif1,2.3541389,0.39269908169872414
Wnt16,2.7192302,0.39269908169872414
Zbtb16,3.2864144,0.39269908169872414
Zdhhc23,5.7269998,0.39269908169872414
